plan_id,owner_id,type,last_transaction_date,inactivity_days
e2e8b23e4eba4c4cb0253116edfbd4f1,918ea18a3ad54847ac75f9851caa76a9,neither,"2024-04-12 08:35:36",371
5d71e245a9c14a43b0e9d5e04b9506fa,6bdbeaf45ad84b8c8d6c8a886a19e256,investment,"2024-04-09 13:05:32",374
934866b504944123a1313f016a3bf29e,363237ae6a2242feb3c973ef20247f79,investment,NULL,375
c7ce80e17a4f477ca9ecb6476f434cb7,363237ae6a2242feb3c973ef20247f79,investment,NULL,375
f3cc760333734f8ab8115f95c674db71,028f736f750f4318aa71d62d3aa3d1bd,neither,"2024-04-08 09:21:58",375
dadb16216e354e0d9dbb101bfb3e69cc,6bdbeaf45ad84b8c8d6c8a886a19e256,neither,"2024-04-07 10:51:42",376
99198cfcf4284cc78c7d4f1d35741662,6bdbeaf45ad84b8c8d6c8a886a19e256,investment,"2024-04-07 10:53:55",376
91c9da012e1c4f009e182bfd5daddb55,6bdbeaf45ad84b8c8d6c8a886a19e256,investment,"2024-04-06 22:01:19",377
5aaf87e39212452284ef7580e464e185,6035b64c62a440fcb0934b754fa5d332,neither,NULL,378
61c4625689bc4e52805a6cc360c1e208,91b6e87ee4144994bf3868d281f821ff,neither,NULL,378
664fe549bfd7469293e69419e2d8c6a1,9386f28f466f4beab9353de550873936,neither,NULL,378
6eee16cbfcc04851b10413b4b6b92bda,8df0bd30493c4ca1b36bf4e509fa83f3,neither,NULL,378
a51a3b74db52445b9aa4ddd491b33e79,6035b64c62a440fcb0934b754fa5d332,neither,NULL,378
ad5990b59dde4d87970260de719f66ae,91b6e87ee4144994bf3868d281f821ff,neither,NULL,378
0e6d4d89f313496189224f23e2bb5a2d,43bad82b77544fac800ca23cc44c6ac5,neither,NULL,378
22a45ae5871f40a4a460a2deb3dae731,43bad82b77544fac800ca23cc44c6ac5,neither,NULL,378
29d28bacedb74c249568bdb0c1f5c3d7,91b6e87ee4144994bf3868d281f821ff,investment,"2024-04-05 13:20:26",378
34c500ef68514945888b3a61ff207b1c,8df0bd30493c4ca1b36bf4e509fa83f3,neither,NULL,378
5634dad04d264ab6b6091bcc88c8f30b,4d18ef4e6665444cb40f18673c2bbffc,neither,NULL,378
bafef322dcfd4b8d91ee1c1e36f0fbfe,c9c0d6300ba74498b5fe483d636660e1,neither,NULL,378
db2de9987ff2489284d3e323583efce9,9386f28f466f4beab9353de550873936,neither,NULL,378
ddf969fdc27042f9b4d848d4d68b4df7,c9c0d6300ba74498b5fe483d636660e1,neither,NULL,378
dfc0a22fa16b4698a837f2968c1b7809,a1a2f9d5dff949f9980e92e8284e481d,neither,"2024-04-04 15:45:02",379
fe2b79738f63406582ccef87f992b0bd,742da71d7daa46d0801755c883bdc464,neither,"2024-04-04 08:16:50",379
84533d870e20487581bb015b48e74101,742da71d7daa46d0801755c883bdc464,neither,"2024-04-04 08:16:18",379
8d3580f6d8664f8da15e94a72783ff1a,742da71d7daa46d0801755c883bdc464,neither,"2024-04-04 08:14:36",379
95b78481e9f049d2b82c16fe4054afa5,b70eddd82eae4684bddc252b0b05e895,neither,"2024-04-04 13:35:30",379
a7bb17b34e2545ab99920776b1a80c0b,028f736f750f4318aa71d62d3aa3d1bd,neither,"2024-04-04 09:47:49",379
0e49727cb9354f0c8f57a985c9cc9013,a1a2f9d5dff949f9980e92e8284e481d,neither,"2024-04-04 13:50:31",379
15c897f7ae884b2292325510f2a03201,f0d1bb576d7e4bfd8080c1bb3f8bbc30,savings,"2024-04-02 14:44:43",381
346f6c84a56e40a3820f8ea93abf4e3c,72141b6db0a94e9b8414ae0e783792b7,savings,NULL,382
737fb241ffd54cc8bfb6b130dd7d6350,72141b6db0a94e9b8414ae0e783792b7,savings,NULL,382
7421094266a540809184cffd1ed7be92,2d2d6d49d658473f879c90d10d057249,neither,"2024-03-30 16:24:11",384
d153a4785aa848d89883e404280ba587,3097d111f15b4c44ac1bf1f4cd5a12ad,neither,"2024-03-30 16:24:11",384
498262d1b6ec4e45a8d229db5bc7c63e,2d2d6d49d658473f879c90d10d057249,neither,"2024-03-30 12:20:33",384
053d3843bb4648399c3864265fbc3591,e65bebaf85694797b3dec50e8eaa5211,neither,"2024-03-29 14:19:01",385
1754c263f1c2482e9dc76034df7abaca,d325769058de408ba78ad7a2bd882573,savings,NULL,385
1fc759d8cbd44a68827276095f9b39c4,4ae0534cee1845e49c5c9806773b74ed,neither,"2024-03-29 20:32:12",385
2d665c32b37f464aa4fa889be22406be,72141b6db0a94e9b8414ae0e783792b7,savings,"2024-03-29 11:29:41",385
3611c34d83b4487181a1d426ed6334d8,2b89cb1d77b24c02bb0578ac909860ea,neither,NULL,385
4b357a740586454bbd7ca9efece2a890,e0e824c5e8114cd4abd96d4c64ac35d3,neither,"2024-03-29 19:24:34",385
54336ec3bf984394b660d72187a676cc,f0d1bb576d7e4bfd8080c1bb3f8bbc30,neither,"2024-03-29 21:46:55",385
548f1ecd94f14ab68ccf3a1103683d1f,f6f756335c3742f99d69aa91162f329b,neither,"2024-03-29 21:37:38",385
97a282b991d84b2185934a95b1ca860a,72141b6db0a94e9b8414ae0e783792b7,savings,"2024-03-29 12:31:33",385
a44e9602e2c04f8ca63d11de98001ec8,be8b6039365b4ba88311c2c7f7aae779,neither,"2024-03-29 21:22:54",385
a6d7a193b12b428581318b42e7234cf0,a96f45b14f074cc1a9675ba104194f87,neither,"2024-03-29 02:28:22",385
aaa0efa2bab84b3eb90aab7ed78018bd,72141b6db0a94e9b8414ae0e783792b7,savings,NULL,385
ba9e375f19de4dbea21083f76bb43ad3,cfc735efb6874e2fa0c11f0c43839965,neither,"2024-03-29 22:41:20",385
d66b6c965c074716b98c3edecfc8ae4c,a96f45b14f074cc1a9675ba104194f87,neither,"2024-03-29 02:23:25",385
e39dc76a023147cf9d5df6b9d0a3bda7,f6b53907c87148c9bad7efd1a16d2a30,savings,NULL,385
e61a30631cdd4dcf955e2172e313120e,023b6ccad4d14bc88f9ea756af48839e,neither,"2024-03-29 19:01:50",385
f5f16ccbec254f58bb27a642ddde2edf,f23c5baa7a6f45529a509e0ffbfefaf0,savings,"2024-03-29 12:02:14",385
bd1d5ac970504ec787642a29836996dd,a96f45b14f074cc1a9675ba104194f87,neither,"2024-03-28 11:27:38",386
d5eab9072fcb434ba358e0d7743f1c25,a96f45b14f074cc1a9675ba104194f87,savings,"2024-03-28 11:05:38",386
e825bfc2832240daa3e3c644f6e90a5a,a96f45b14f074cc1a9675ba104194f87,investment,"2024-03-28 15:55:23",386
4d13932f652a43ce99c28a9654abfa0a,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-28 13:29:41",386
0a32b784369549d7af320f6437bba7ff,d325769058de408ba78ad7a2bd882573,neither,"2024-03-27 13:46:40",387
276b1877ee8649769a32166ebe2aebad,9d2f0f1accb8482a9533c5cfebb156ed,neither,"2024-03-27 15:22:36",387
5646ed8404e345c39450a6d312407763,4adc43f9dc2646718ff55cbe3f10b51e,neither,"2024-03-27 14:14:17",387
c85123b108c044e6bf9ae608ea6f8947,89279405e8a14b00ba8728d8b70fa7ed,neither,"2024-03-27 13:52:37",387
cbd2897eb0c34f85b9dc789083b85ff1,9d2f0f1accb8482a9533c5cfebb156ed,neither,"2024-03-27 15:20:21",387
fc7234b97ec44e7896c3392b4899432c,b70eddd82eae4684bddc252b0b05e895,neither,"2024-03-27 12:26:17",387
95f8872c4b844daea46761ca256029bd,d325769058de408ba78ad7a2bd882573,neither,"2024-03-27 14:15:13",387
a675ddb5a05648a8a6c4ca33a2fe2da7,b70eddd82eae4684bddc252b0b05e895,savings,"2024-03-27 10:40:37",387
32033cb2b38644738ec2aaa7adba9d3d,1429681a0b554a7ab08c5f3993ac7b33,savings,NULL,390
daead4fc75074a7abd72fbd84bd5e599,2b89cb1d77b24c02bb0578ac909860ea,neither,NULL,390
1362f7c7bb1b4388b15e0f4da9af29c8,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-22 21:09:32",392
4f00407e9ace4472b04bb0c9e90f7676,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-22 09:45:07",392
51e96da0f14a4186829880c33a0f7900,b70eddd82eae4684bddc252b0b05e895,neither,NULL,392
67f91ca619fb44f59269336d86f38d81,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-21 06:38:32",393
7a9f52059ee545cab922c4ebccce2eb4,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-21 08:49:30",393
71b9ae24ce364a9c8e5a53b38d06f913,1429681a0b554a7ab08c5f3993ac7b33,neither,"2024-03-20 01:31:54",394
5eb21264fdd9409796fecec8be6d4a5c,62d81f44adc84786b46e4019516ca6c3,neither,NULL,395
6974b798898348c087158e7203481867,a31700dd40084cad995fe5ae674d224d,neither,NULL,395
7154a602bd2c414daf48cafd87f9937a,21cad1b51923468c8ce4d2ca27625725,neither,NULL,395
7e22aa4c485f4189be14b8e329e165db,a31700dd40084cad995fe5ae674d224d,neither,NULL,395
9e2496108dce4b4a93d4b9140837b91e,21cad1b51923468c8ce4d2ca27625725,neither,NULL,395
23ed41c7046b4c1592c42985e6d50195,62d81f44adc84786b46e4019516ca6c3,neither,NULL,395
261bca1536e14b2a84c86a473da0205d,ad2e87cb36244f998e2d80eec5c91bda,neither,NULL,395
f38cbd5bcdaa491fb409aed12eb66daa,ad2e87cb36244f998e2d80eec5c91bda,neither,NULL,395
99672b6a0fe749afa6723fd1fc6bdf7e,742da71d7daa46d0801755c883bdc464,investment,"2024-03-18 16:22:36",396
d045dec80bc848eabcebf97927c49507,5572810f38b543429ffb218ef15243fc,neither,"2024-03-14 09:02:38",400
f011254385424bf48d92e8722ed57f30,e12bb7a1291548ad91fdb83b154db69a,neither,"2024-03-14 10:33:19",400
34a7b7632e8e4d18bff5da80f678059a,b15810c73f1f4722b2ea72d9e329ea0c,neither,"2024-03-14 08:22:54",400
842c80d522f84301a047b6d654c0cedf,6c629b055617441ca71a5e2eda19deec,neither,"2024-03-13 10:10:43",401
34421947a3144f6b98420983cd5b8709,7c7608175be94117bef57c5b049be720,neither,NULL,402
03e5caa1e5594f6cb384e33e9bd2639c,f89d0f60bb4445a58c31d6557c76a350,neither,NULL,403
0cd8c5a487ac4e3fb066bb036608a0ca,7937cb85a6a14776b62ed11b843287f1,neither,NULL,403
c6016d3eb7ec4b68beaaaa40b4235e0f,7937cb85a6a14776b62ed11b843287f1,neither,NULL,403
d35f07188d074cee89c736e5e79c74a5,f89d0f60bb4445a58c31d6557c76a350,neither,NULL,403
d5133d4746464ce38157384341d57a95,488407ae04c34eb2bb92771b70295070,neither,NULL,406
6dbc54fcd5b640f1a161ea434d282416,b15810c73f1f4722b2ea72d9e329ea0c,neither,"2024-03-08 10:09:04",406
3a547fb3369b442db1d2e197c4f529b3,488407ae04c34eb2bb92771b70295070,neither,NULL,406
140d5968963a4400b157c7500a42fe4a,2d0ec450f70846f2ba4519f85aaffbf1,savings,"2024-03-07 15:49:10",407
cc9de6845f0044268dca0b69e020e0da,5f33ad7268ff42a784663e9ce98d3ac9,savings,"2024-03-07 09:44:48",407
6aeb4a8187e04332b8a0d89c88ee1faa,b2884344d1254f89a4984f16cab50cff,neither,"2024-03-07 05:35:12",407
64fac3a03e204683b3e3b62624c4bc9e,5f33ad7268ff42a784663e9ce98d3ac9,neither,"2024-03-06 08:02:04",408
43f6e57f3271413b9b1a8f7a4001bf37,5f33ad7268ff42a784663e9ce98d3ac9,neither,"2024-03-06 07:59:20",408
ba83cc2eb1f143e1bb253fd9916f38d5,5f33ad7268ff42a784663e9ce98d3ac9,neither,"2024-03-06 08:00:35",408
c07e74b6b24645198ae4f2118bed3bd0,295930ec4219470c91c883abecf5e8b1,savings,"2024-03-06 07:54:33",408
bb98d6dd182e41c2898f03647838858a,8d27118303b7468898183866156b6c80,neither,NULL,409
e3db8b15a493427f8d17cee9e9bd2823,8d27118303b7468898183866156b6c80,neither,NULL,409
e4a9b48f70bd43f2bba7030b10a2da4e,b70eddd82eae4684bddc252b0b05e895,neither,"2024-03-05 19:35:54",409
e8f0aa95bd514c12a0d2537829689cd4,c02b5064df6546c6bb2b32d92ab00eac,neither,"2024-03-05 19:30:52",409
0e182fd376364708a63bddf982611588,363237ae6a2242feb3c973ef20247f79,neither,"2024-03-05 19:39:50",409
1d2a0e3088e245ffaa4fe73f51aacf4f,626639a2ad904f47bd76183910403064,neither,NULL,411
640e4b9e39184c52804802cb91fb851c,e6d7d8b9151645e99726715b355224ef,neither,"2024-03-01 05:11:16",413
71cb7249db15402c9a469ea7ee65d464,e6d7d8b9151645e99726715b355224ef,neither,"2024-03-01 05:14:23",413
9407da8fc6224b2fa71bcaa89ef89f77,626639a2ad904f47bd76183910403064,savings,"2024-03-01 23:30:41",413
a0e2828daf4642e992fd2d268255084d,295930ec4219470c91c883abecf5e8b1,neither,"2024-03-01 07:26:29",413
b7166dfd160d49adbe875836c2e75763,72141b6db0a94e9b8414ae0e783792b7,investment,"2024-03-01 16:58:58",413
d51dda20334242258cc90720a4706736,2fb594bd456a49a7bdceb70316b2bd74,neither,"2024-03-01 07:50:15",413
ea28d640e35f48d9ac909fe18574f4cc,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-03-01 09:48:00",413
f3534c4adafe4c91b81a3432737c6fb0,a96f45b14f074cc1a9675ba104194f87,neither,"2024-03-01 10:04:34",413
c7d8d948579e46ef9af861e10ef815aa,7c7608175be94117bef57c5b049be720,neither,"2024-02-29 08:44:33",414
cc4628892c284862b7e4d3b0bd0fbdef,64dd3dcca2644af5ac1e10e7b0e5588a,neither,NULL,414
d7a36dc684d041eb8248db656833ba27,9b9c6af7f4854c8a9b76539c76dc0270,neither,NULL,414
ef25a3ac1246438e95236477a265ffd0,6bdbeaf45ad84b8c8d6c8a886a19e256,neither,NULL,414
20800d1257cc4ba2bb0684a122dc0e30,64dd3dcca2644af5ac1e10e7b0e5588a,neither,NULL,414
383ecf926d144e3484812994db962881,c9dabbd91fc94a87876381d1c44bd725,neither,NULL,414
58dc25433da34433a6242c5f208d7326,a96f45b14f074cc1a9675ba104194f87,neither,"2024-02-29 15:00:09",414
7105b8d7b483429ea3dd5447bf01dd7c,c9dabbd91fc94a87876381d1c44bd725,neither,NULL,414
782ca0bb29db42aab2e873e5949b40a5,687ee5f95ce54d22a21750939c2dd013,neither,"2024-02-29 10:58:18",414
85ebb9edbb884a2db57470b19754859b,6bdbeaf45ad84b8c8d6c8a886a19e256,neither,NULL,414
6d2b8839f47b46caa210be77fa4b7ddf,939d18200f084fdbbc431fc6d7739cf4,neither,"2024-02-28 18:31:44",415
77c8464496154b3a9a91b5db9a3da8b1,939d18200f084fdbbc431fc6d7739cf4,neither,NULL,415
86bf4fcba2014475ae0a7a7d80c95e98,626639a2ad904f47bd76183910403064,neither,NULL,415
8fb5424b1354447d8d767aa34474996a,1f443df1286b4d73be27e785fcfc8e64,neither,NULL,415
9ce06ea987dd476c8379a1996ffe71a7,ed78e6b53838467b9a4e34b8a4a37a3f,neither,"2024-02-28 15:34:07",415
ac84f0eb69db4380af9976f9d41ea889,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-02-28 12:40:24",415
ba2e7e25f25c4885a1973340a42f9b02,d6a780a0ff584555b7e24668e258555a,neither,NULL,415
c6bf0962e0614ae8b2bb3e104a619558,e0e824c5e8114cd4abd96d4c64ac35d3,neither,"2024-02-28 21:34:34",415
d57ddb85d2ba491fb8f6bc00f654e558,b9c4a64c2cea44a9995049e3280c859d,neither,NULL,415
f3d7fb13bfe74a3bbc8c9905d7f115ed,f08a65eeb1964831a2da25e2d17779b5,neither,NULL,415
fb76e2a2745f4b8c9edabe62b917ba82,1f443df1286b4d73be27e785fcfc8e64,neither,NULL,415
1a8180bdfdf54e27913ae64aaa01e28b,b9c4a64c2cea44a9995049e3280c859d,neither,NULL,415
1abef6b0465c467c8bf832dbd50ec5a7,be1e91f480944c038ed31f8bd158e238,savings,NULL,415
3ceae3dc2ae345b18bdd745713d66cb5,c262e2e1fbc44993ba09a6e9be41edd6,neither,"2024-02-26 14:46:25",417
3ec97150a6a14608b6812edc208a673a,9067b6bb28a246649471725f3b2ff876,neither,"2024-02-26 14:29:07",417
6d2e44519994400a94226831fcefe651,5e3504c67a0c4938845036c39b9646a3,neither,NULL,417
b49c73d7698248e8beaeb4c8cffc8528,5e3504c67a0c4938845036c39b9646a3,neither,NULL,417
38db79d9c1c5480eabcb3607fd7982ac,3097d111f15b4c44ac1bf1f4cd5a12ad,investment,"2024-02-22 15:42:43",421
780357af720641f985505ee10dc7b4ac,a96f45b14f074cc1a9675ba104194f87,neither,"2024-02-21 23:31:57",422
7a1daa4d6c864abeb8dec8181d4b0b5d,3c18ed287e314e5b879918d4cd17948e,neither,"2024-02-20 19:06:30",423
cfbdc8164982427fb0dbfe488139cf03,e6d7d8b9151645e99726715b355224ef,neither,"2024-02-20 21:24:58",423
356d2e0cb6b44d5d9a973480de845957,7c7608175be94117bef57c5b049be720,investment,"2024-02-19 07:16:56",424
3ac817972c2546b280a931654486d414,39c4bea1d54c4b0ebdc21cc73f05b3e8,savings,NULL,427
7e4383778dd045d99290410426dbb55a,1e1567728c4c4c4dba35a88dd987fe96,neither,NULL,427
a841ec9f0bc343d4ae9fca2afe80d938,a62efa2df0814432b82485d6989cd507,neither,"2024-02-16 10:42:49",427
ad55a52110e14e529db6c28a74ab335f,1e1567728c4c4c4dba35a88dd987fe96,neither,NULL,427
c8deafbff8de420fbb962ee1a04b8c67,a62efa2df0814432b82485d6989cd507,neither,"2024-02-16 10:43:32",427
be3aa8535ede4811801b6c241a6a8c3c,3097d111f15b4c44ac1bf1f4cd5a12ad,investment,"2024-02-14 13:11:23",429
af06e48035b148b9b0b61da8133d7dc4,4c99903c59144975bf0b7bb611f30bff,savings,NULL,431
af6f04d0115546bba8b82d1434c9ef81,e6188075045d4299b2a1542c9ada899a,neither,NULL,431
d866a4a3c5a94a02afcc70555b922f8e,e6188075045d4299b2a1542c9ada899a,neither,NULL,431
e10edf78abee44b296f3244ad5d83b22,62f09fe98574446f81b9b75ad2e01d2f,neither,NULL,431
ebce60d903474bc4a2545e38ab9bdf31,606d8c32fe144641b1d4e83fad2f0fe1,neither,NULL,431
f22d0c60ed7b48569a06eb005fc806b9,606d8c32fe144641b1d4e83fad2f0fe1,neither,NULL,431
fd1bb4b941604ee0ac4c63b61a4dbdcf,b022b363e3524fdaba5b603bd2a40f52,neither,NULL,431
0d16caf46fe04dd1b2a2037784bb05f2,b022b363e3524fdaba5b603bd2a40f52,neither,"2024-02-12 08:51:44",431
1a5e4e72e6c84be4a586d9cb060dd745,e6188075045d4299b2a1542c9ada899a,neither,NULL,431
281e1ab6aa0a49cd80adf1f2fc53e65f,3aa79f2f1c0148cd964a6f91dd0fd72b,savings,NULL,431
2ef47504556d4139a07f00f70735dd2a,4c99903c59144975bf0b7bb611f30bff,neither,NULL,431
383ad6ce6cf345f3bf0d8e2e2cbee661,4c99903c59144975bf0b7bb611f30bff,neither,NULL,431
3ed8b30431b54057a0480fa1d47089d5,62f09fe98574446f81b9b75ad2e01d2f,neither,NULL,431
416d30d5502540dd80a0c5ab0975b54e,7c7608175be94117bef57c5b049be720,investment,NULL,431
42f1c1d8115742409e7b87e456fe992b,1fd0ff4237f54dffa385ef6b953b3eaa,neither,NULL,431
560b5f2a908a4f3bb90f951a9a526d44,606d8c32fe144641b1d4e83fad2f0fe1,neither,NULL,431
685cba1d7a294c4093b401752f18b80a,b15810c73f1f4722b2ea72d9e329ea0c,investment,"2024-02-12 11:02:48",431
7e907de7e2e5411587f52675e0bb71fd,b022b363e3524fdaba5b603bd2a40f52,neither,NULL,431
8c83b7b343d049a0b8ffde34efc91bc6,1fd0ff4237f54dffa385ef6b953b3eaa,neither,NULL,431
9e739c96ffbf4b3ea29f618139b41ecb,b15810c73f1f4722b2ea72d9e329ea0c,investment,"2024-02-12 11:15:04",431
a286cf24719c493abfff59d239ccc541,1fd0ff4237f54dffa385ef6b953b3eaa,neither,NULL,431
5fd85f132af94b6c9c4de53773d50eb9,56c9e18202504f4ea2a09b09b81eca48,neither,NULL,434
a3ad0e32fcd84004b6c39f66eae04087,39cfe01802064650a963938547731bdd,neither,NULL,434
b1227643a5fa4cf09975ba47fde5e9ec,651f9c36ca8e442db927e746fdd8b251,neither,NULL,434
e384b64baa874167bac0e67fa2cc4acd,651f9c36ca8e442db927e746fdd8b251,neither,NULL,434
ececd6df668b477a962d170c7b6538c8,e05ce665c5b34ba093b717398f258a04,neither,NULL,434
069d722b8f2845bbb34b38aff90f4022,56c9e18202504f4ea2a09b09b81eca48,neither,NULL,434
10200a74e9b8435285bc06f49ebd7b22,c144478a32024b37857edcd95f664872,investment,NULL,434
1c4f637c5e884609aace4fd9619ce67d,56c9e18202504f4ea2a09b09b81eca48,neither,NULL,434
26b8b468db5e4843a4fb748826d8d80a,c144478a32024b37857edcd95f664872,neither,NULL,434
2d2f06ea0cf64410864d70b548bc1df7,c144478a32024b37857edcd95f664872,neither,NULL,434
320d065860144e3092829bc85afd4e23,687ee5f95ce54d22a21750939c2dd013,neither,NULL,434
32f54ed4933b4937bf682e7808a356da,e05ce665c5b34ba093b717398f258a04,neither,NULL,434
468164d6caa342fd93232912f97a3f10,687ee5f95ce54d22a21750939c2dd013,neither,NULL,434
5259571f0c104f8184d5ff55c0fbdd8d,e05ce665c5b34ba093b717398f258a04,neither,NULL,434
53f8286481bc4a58818db1a92c24a2b1,39cfe01802064650a963938547731bdd,neither,NULL,434
064a10287a4b4033ab75cf039863a6db,72141b6db0a94e9b8414ae0e783792b7,neither,"2024-02-08 17:18:38",435
49799211cb194a688b37529eae5041f3,028f736f750f4318aa71d62d3aa3d1bd,savings,"2024-02-06 23:30:44",437
a6d44b252f994b2d8cd3e9f8e701c751,f0d1bb576d7e4bfd8080c1bb3f8bbc30,neither,NULL,437
bce2765577f6498c8a7a624f6d6868c9,f0d1bb576d7e4bfd8080c1bb3f8bbc30,neither,NULL,437
3c7eab64a57c41f2a86c154e67b6d56c,43ba81043ec843868ffd9c6a3d6d1400,neither,NULL,438
5aa4ed1e625d41368a7f22b3564ca986,43ba81043ec843868ffd9c6a3d6d1400,neither,NULL,438
5badc0f1c3eb4b3d89afd331ef8859a5,2acd78d385a64c18b4fdee7dcbc0b203,neither,NULL,438
9f814980c6e34e39aa7b9b9564732a5e,a96f45b14f074cc1a9675ba104194f87,neither,NULL,438
8361467242eb43b4a193c8e7917a3ba3,adc365b1e2bf4ef39e595c1bf19093c1,investment,NULL,442
992d91346b4e4859a5e4e0e3bca48239,1304e9a6279f496982ff63f67a2c6d1d,investment,"2024-02-01 07:04:37",442
a4a6ae9dcb104f54b079ab7c6cabce88,7d93ccb946c64bec8fcaf5a4893cb96f,neither,NULL,442
acd1a646b7764a1d9c74b10f9cc5f889,1304e9a6279f496982ff63f67a2c6d1d,neither,NULL,442
c741f5525088411ea942b309efad3394,1304e9a6279f496982ff63f67a2c6d1d,neither,NULL,442
ccac31294b3c4849a2ee9a10c058fdb6,fae1eae48e00490c88e4b120ebe9e70f,neither,NULL,443
31aaaf5ee074406aab04078b33ee4eb8,fae1eae48e00490c88e4b120ebe9e70f,neither,NULL,443
3251c37611864513ac2243fd8e64a08a,a19e319edd3745798613211abb7a2f6e,neither,NULL,445
a006cbb3fc6c4c9e94608f9c87fc2861,44a307905e8741aca5f60151dc6d7f7e,neither,NULL,445
82ecb15ba9904307a4911a326e216536,72141b6db0a94e9b8414ae0e783792b7,investment,NULL,448
2a0549c542574a90b323645bdedc3bd4,72141b6db0a94e9b8414ae0e783792b7,savings,NULL,448
1c2767fddf394c468c0b77566e49e38c,875fee997c50474a8982b89443bc01e3,neither,NULL,449
c447108a382146fea616ada1e0f1e32c,09a9107532594091ad2c94acfb515865,savings,"2024-01-23 11:08:52",451
9a226fb119bc4a619c4fdd084a959200,028f736f750f4318aa71d62d3aa3d1bd,neither,NULL,454
6f33750b5d5540e7b80b3b13545906b1,566126bab52a4754936e309e3166a797,investment,NULL,455
b3e5a2c3cf254277859b12eda281fa50,742da71d7daa46d0801755c883bdc464,neither,"2024-01-19 14:48:21",455
1be714ed14604e84b91cbf83f1faa055,742da71d7daa46d0801755c883bdc464,neither,"2024-01-19 17:48:35",455
507c855486f74e2eb14cb240896196e2,3097d111f15b4c44ac1bf1f4cd5a12ad,savings,"2024-01-18 11:07:20",456
967eaeac5030440ea576f39153622bfa,028f736f750f4318aa71d62d3aa3d1bd,neither,NULL,458
795e2c52c77546feb3c445ec2f3cc44f,9fa0aa5af0434bcda0f42128733d08c0,neither,NULL,469
2dd23c0111e846b7aa064366d912eaa3,57ddc708a5804372899fe8f827f5f979,neither,NULL,471
36b18251798c496ba533b32636d131db,57ddc708a5804372899fe8f827f5f979,neither,NULL,471
8cd3f207728a4fcf8cf2d563c8195541,8b474376d3454a23879e4140560a27ab,neither,NULL,477
f5a7b55358944b15ada856ac5c6bc91b,8b474376d3454a23879e4140560a27ab,neither,NULL,477
f95f49f0b5c048ce8d9e31461177177e,c0d0fb9b03b545d4841c5918037c245a,neither,NULL,477
f7a69d3e4e274c3eaa38fa8e1562120c,a32bb7c295c94bd5a6dd0538406b4458,neither,NULL,480
32001890f5f341f8a4fc9dd8a621dde7,a32bb7c295c94bd5a6dd0538406b4458,neither,NULL,480
